"ORIG_ID,N,10,0","ONG,N,10,0","UMS,N,10,0","ONGSLA,N,10,0","ONGDOD,N,10,0","ONGZKHGEW,N,10,0","ONGOVGGEW,N,10,0","ONGERNST,N,10,0","BST,N,10,0","VWD,N,10,0","BSTSLA,N,10,0","BSTDODSLA,N,10,0","BSTZKHGEW,N,10,0","BSTOVGGEW,N,10,0","BSTERNST,N,10,0","PASSLA,N,10,0","PASDODSLA,N,10,0","PASZKHGEW,N,10,0","PASOVGGEW,N,10,0","PASERNST,N,10,0","SLA,N,10,0","DODSLA,N,10,0","ZKHGEW,N,10,0","OVGGEW,N,10,0","ERNST,N,10,0","WEGING,N,10,0","XCOR,N,20,5","YCOR,N,20,5","KRAA_,C,1"
11253,3,0,3,1,1,1,2,6,0,2,1,1,0,2,1,0,0,1,0,3,1,1,1,2,0,"118707,084454516","488183,624133873","N"
11341,2,0,2,1,0,1,1,3,1,2,0,1,1,1,3,1,2,0,3,5,1,3,1,4,0,"119364,589172799","487078,328239691","N"
11395,1,0,1,1,0,0,1,2,0,2,1,1,0,2,0,0,0,0,0,2,1,1,0,2,0,"102054,27965887","484860,361104074","N"
11404,6,5,1,1,0,0,1,9,3,1,0,1,0,1,1,1,0,0,1,2,1,1,0,2,0,"119678,808243142","517078,887682026","N"
11430,1,0,1,1,0,0,1,2,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,"119679,878938302","487670,528119697","N"
11467,1,0,1,1,0,0,1,2,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,"102898,770574935","474779,795637879","N"
11538,3,0,3,1,2,0,3,4,2,3,1,2,0,3,0,0,0,0,0,3,1,2,0,3,0,"119895,115","529214,311","N"
11606,9,6,3,1,0,2,1,15,1,2,1,0,1,1,1,0,0,1,0,3,1,0,2,1,0,"120534,049782073","486402,112912243","N"
11691,1,0,1,1,0,0,1,2,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,"121000,786817888","487856,124356232","N"
11709,1,0,1,1,0,0,1,1,1,1,0,1,0,1,2,1,1,0,2,3,1,2,0,3,0,"120809,123","529642,274","N"
11741,2,1,1,1,0,0,1,4,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,"121203,5",484647,"N"
11792,3,1,2,1,0,1,1,6,0,2,1,0,1,1,0,0,0,0,0,2,1,0,1,1,0,"121463,091","487766,897","N"
11972,1,0,1,1,0,0,1,2,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,"103552,208","492154,246","N"
11981,1,0,1,1,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,"122411,003","485919,93","N"
12310,4,1,3,1,1,1,2,9,3,4,1,1,2,2,1,0,0,1,0,5,1,1,3,2,0,"125337,067396737","477078,073137905","N"
12512,3,2,1,1,0,0,1,4,2,1,0,1,0,1,1,1,0,0,1,2,1,1,0,2,0,"126332,778199165","508088,787924624","N"
12562,2,0,2,1,0,1,1,2,2,1,1,0,0,1,6,0,2,4,2,7,1,2,4,3,0,"126122,004812122","480406,341126714","N"
12606,2,1,1,1,0,0,1,3,1,2,1,0,1,1,0,0,0,0,0,2,1,0,1,1,0,"127212,229781478","510209,312096197","N"
12699,3,2,1,1,0,0,1,5,3,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,"126763,034","523175,053","N"
12707,1,0,1,1,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,"126968,706","484770,588","N"
12742,1,0,1,1,0,0,1,1,2,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,"126662,41480156","503774,854114595","N"
12799,1,0,1,1,0,0,1,3,2,2,1,0,1,1,0,0,0,0,0,2,1,0,1,1,0,"128501,259","503409,394","N"
12891,1,0,1,1,0,0,1,1,1,1,0,1,0,1,1,1,0,0,1,2,1,1,0,2,0,"129404,867","535490,064","N"
12916,1,0,1,1,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,"130103,257","534217,549","N"
13012,1,0,1,1,0,0,1,2,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,"105711,548410168","485730,811938911","N"
13057,4,0,4,1,1,2,2,7,1,4,1,1,2,2,0,0,0,0,0,4,1,1,2,2,0,"105652,952029089","506658,601238713","N"
13285,5,3,2,1,1,0,2,10,3,4,1,1,2,2,0,0,0,0,0,4,1,1,2,2,0,"133587,748","478216,043","N"
13330,3,1,2,1,0,1,1,3,2,2,1,0,1,1,0,0,0,0,0,2,1,0,1,1,0,"134749,56","541433,058","N"
13396,1,0,1,1,0,0,1,2,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,136196,470343,"N"
13494,4,2,2,1,0,1,1,7,1,2,1,0,1,1,0,0,0,0,0,2,1,0,1,1,0,"106841,376","480339,573","N"
13552,1,0,1,1,0,0,1,2,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,"106946,775723946","503060,890569757","N"
13570,2,1,1,1,0,0,1,5,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,"109154,172914523","477152,223077049","N"
13612,1,0,1,1,0,0,1,1,0,1,1,0,0,1,2,0,2,0,2,3,1,2,0,3,0,"108553,409061121","485689,968945656","N"
13622,1,0,1,1,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,"107497,052883719","495416,656774501","N"
13893,6,5,1,1,0,0,1,11,7,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,"108424,075284698","491227,159088968","N"
13951,2,1,1,1,0,0,1,3,2,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,"143707,691619927","472667,172081425","N"
14002,1,0,1,1,0,0,1,3,0,3,1,1,1,2,2,0,1,1,1,5,1,2,2,3,0,"107740,9224046","527847,542075274","N"
14039,3,1,2,1,1,0,2,6,0,3,1,1,1,2,0,0,0,0,0,3,1,1,1,2,0,"145176,648","479453,156","N"
14363,11,5,6,1,0,5,1,22,0,7,1,1,5,2,0,0,0,0,0,7,1,1,5,2,0,"110220,425245686","477649,919212383","N"
14578,4,2,2,1,0,1,1,7,1,2,1,0,1,1,0,0,0,0,0,2,1,0,1,1,0,"112021,359","551833,632","N"
14583,2,1,1,1,0,0,1,4,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,"112337,09","475356,2865","N"
14614,3,1,2,1,0,1,1,6,2,3,1,1,1,2,0,0,0,0,0,3,1,1,1,2,0,"112634,828798794","512908,989163278","N"
14713,3,1,2,1,1,0,2,5,0,3,1,1,1,2,2,0,2,0,2,5,1,3,1,4,0,"113727,327473722","482079,574274248","N"
14892,1,0,1,1,0,0,1,2,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,"114315,5","486181,5","N"
14907,1,0,1,1,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,"114647,160113098","524052,015693971","N"
15071,4,1,3,1,0,2,1,5,3,3,0,1,2,1,3,1,0,2,1,6,1,1,4,2,0,"115518,52","527226,216","N"
15084,1,0,1,1,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,"115115,443396071","547842,908021703","N"
15171,1,0,1,1,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,"116150,289344622","534370,086117399","N"
15322,1,0,1,1,0,0,1,2,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,"117880,457","513501,51","N"
15352,1,0,1,1,0,0,1,2,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,"117156,71","477344,093","N"
15385,1,0,1,1,0,0,1,2,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,"117897,394995327","516257,867091598","N"
15542,1,0,1,1,0,0,1,5,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,"118044,050949516","488826,47799898","N"
15831,1,0,1,1,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,120265,479772,"N"
15871,8,2,6,1,1,4,2,19,3,7,1,1,5,2,0,0,0,0,0,7,1,1,5,2,0,"120484,352245678","488166,959044796","N"
15890,1,0,1,1,0,0,1,2,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,"120233,932","518200,657","N"
15947,2,0,2,1,0,1,1,4,0,2,1,0,1,1,0,0,0,0,0,2,1,0,1,1,0,"120662,075","492171,057","N"
15953,1,0,1,1,0,0,1,2,0,2,1,1,0,2,0,0,0,0,0,2,1,1,0,2,0,"121492,371140227","524646,466389518","N"
16040,5,2,3,1,2,0,3,7,0,4,1,3,0,4,0,0,0,0,0,4,1,3,0,4,0,"122852,906","514880,805","N"
16042,2,0,2,1,0,1,1,3,1,1,1,0,0,1,1,0,0,1,0,2,1,0,1,1,0,"122039,305181931",516582,"N"
16097,2,1,1,1,0,0,1,4,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,"121704,097302853","491982,152718888","N"
16262,15,14,1,1,0,0,1,54,2,2,0,0,2,0,1,1,0,0,1,3,1,0,2,1,0,"123544,550904227","482686,867171287","N"
16288,11,9,2,1,1,0,2,17,6,2,1,1,0,2,3,0,3,0,3,5,1,4,0,5,0,"123439,384144769","489619,025218285","N"
16335,1,0,1,1,0,0,1,1,0,0,0,0,0,0,3,1,2,0,3,3,1,2,0,3,0,"123969,764517229","487604,881058606","N"
16393,1,0,1,1,0,0,1,2,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,"124488,1285","486068,0625","N"
16494,4,3,1,1,0,0,1,5,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,"124857,79","523234,974","N"
16560,2,0,2,1,1,0,2,4,2,2,1,1,0,2,1,0,0,1,0,3,1,1,1,2,0,"127029,291037185","509855,755983339","N"
16614,1,0,1,1,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,"125966,415939028","507051,617022221","N"
16657,4,2,2,1,0,1,1,8,3,0,0,0,0,0,2,1,0,1,1,2,1,0,1,1,0,"126427,572513555","485841,989820829","N"
16810,1,0,1,1,0,0,1,1,1,1,0,1,0,1,2,1,1,0,2,3,1,2,0,3,0,"128516,477773808","513135,572099851","N"
16977,1,0,1,1,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,130942,"521537,044863628","N"
17026,1,0,1,1,0,0,1,1,2,1,0,1,0,1,3,1,2,0,3,4,1,3,0,4,0,"131275,21","516973,368","N"
17056,1,0,1,1,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,"132234,067","478855,946","N"
17065,1,0,1,1,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,131645,503628,"N"
17172,1,0,1,1,0,0,1,2,0,2,1,0,1,1,1,0,0,1,0,3,1,0,2,1,0,"135065,989146058","495152,440986163","N"
17184,1,0,1,1,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,"133650,580753906","524794,213868714","N"
17209,2,1,1,1,0,0,1,4,0,2,1,0,1,1,5,0,2,3,2,7,1,2,4,3,0,"134663,422","521316,317","N"
17273,11,7,4,1,1,2,2,28,1,5,1,1,3,2,1,0,0,1,0,6,1,1,4,2,0,"137135,415275996","481303,26420478","N"
17297,1,0,1,1,0,0,1,1,2,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,"136942,442979589","527513,832286088","N"
17391,1,0,1,1,0,0,1,2,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,"139377,827","476760,895","N"
17479,1,0,1,1,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,"140798,567066238","470856,333278557","N"
17557,3,2,1,1,0,0,1,7,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,"141852,971520748","470218,280081138","N"
17728,1,0,1,1,0,0,1,2,0,1,0,0,1,0,1,1,0,0,1,2,1,0,1,1,0,"148623,202922073","478522,14011286","N"
17737,2,1,1,1,0,0,1,3,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,"148496,484","523577,631","N"
17819,2,1,1,1,0,0,1,5,2,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,97342,488090,"J"
17958,6,4,2,1,0,1,1,12,0,2,1,0,1,1,1,0,0,1,0,3,1,0,2,1,0,101412,481771,"J"
18044,2,0,2,1,1,0,2,5,0,2,1,1,0,2,0,0,0,0,0,2,1,1,0,2,0,101993,497250,"J"
18047,2,1,1,1,0,0,1,3,2,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,"101603,305","497312,402","J"
18180,1,0,1,1,0,0,1,2,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,102664,476886,"J"
18189,8,5,3,1,1,1,2,16,1,3,1,1,1,2,0,0,0,0,0,3,1,1,1,2,0,102916,487806,"J"
18276,2,1,1,1,0,0,1,4,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,103471,475560,"J"
18313,1,0,1,1,0,0,1,3,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,"102566,045","500469,164","J"
18384,8,7,1,1,0,0,1,15,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,103172,497145,"J"
18473,4,2,2,1,0,1,1,8,0,2,1,0,1,1,0,0,0,0,0,2,1,0,1,1,0,104034,489924,"J"
18478,12,9,3,1,0,2,1,25,0,3,1,0,2,1,0,0,0,0,0,3,1,0,2,1,0,103767,491243,"J"
18624,4,2,2,1,0,1,1,7,1,2,1,0,1,1,0,0,0,0,0,2,1,0,1,1,0,104159,487973,"J"
18705,2,0,2,1,1,0,2,4,0,2,1,1,0,2,0,0,0,0,0,2,1,1,0,2,0,"104808,846","486557,538","J"
18827,4,1,3,1,1,1,2,8,0,3,1,1,1,2,0,0,0,0,0,3,1,1,1,2,0,104536,488282,"J"
18874,13,6,7,1,1,5,2,30,1,8,1,1,6,2,2,0,0,2,0,10,1,1,8,2,0,"105045,665","482259,228","J"
18888,1,0,1,1,0,0,1,2,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,105114,480446,"J"
18924,3,2,1,1,0,0,1,4,2,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,104684,494843,"J"
18979,1,0,1,1,0,0,1,2,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,105243,494604,"J"
19064,1,0,1,1,0,0,1,2,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,"105422,027","499965,26","J"
19082,2,1,1,1,0,0,1,4,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,105939,471708,"J"
19169,5,2,3,1,0,2,1,10,0,3,1,0,2,1,0,0,0,0,0,3,1,0,2,1,0,105769,486731,"J"
19223,14,10,4,1,2,1,3,31,1,5,1,1,3,2,2,0,2,0,2,7,1,3,3,4,0,105724,515030,"J"
19244,1,0,1,1,0,0,1,3,1,3,1,0,2,1,0,0,0,0,0,3,1,0,2,1,0,106002,506844,"J"
19267,1,0,1,1,0,0,1,2,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,"105803,804","501306,23","J"
19279,7,3,4,1,0,3,1,14,0,4,1,0,3,1,0,0,0,0,0,4,1,0,3,1,0,"105594,965","506772,419","J"
19351,2,1,1,1,0,0,1,4,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,106054,503214,"J"
19357,1,0,1,1,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,106047,514153,"J"
19432,3,2,1,1,0,0,1,5,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,106501,481102,"J"
19445,2,0,2,1,0,1,1,4,0,2,1,0,1,1,0,0,0,0,0,2,1,0,1,1,0,106999,502744,"J"
19467,2,0,2,1,1,0,2,4,0,2,1,1,0,2,0,0,0,0,0,2,1,1,0,2,0,106815,507778,"J"
19588,11,5,6,1,0,5,1,22,1,6,1,0,5,1,0,0,0,0,0,6,1,0,5,1,0,108364,510875,"J"
19721,5,3,2,1,0,1,1,9,2,3,1,0,2,1,0,0,0,0,0,3,1,0,2,1,0,108439,512893,"J"
19797,2,1,1,1,0,0,1,4,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,109760,536887,"J"
19876,2,1,1,1,0,0,1,4,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,110230,517185,"J"
19883,2,1,1,1,0,0,1,4,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,110251,549463,"J"
19913,17,12,5,1,3,1,4,35,1,6,1,3,2,4,3,0,2,1,2,9,1,5,3,6,0,109884,478281,"J"
19971,1,0,1,1,0,0,1,2,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,111349,526301,"J"
20102,9,6,3,1,2,0,3,20,0,4,1,3,0,4,0,0,0,0,0,4,1,3,0,4,0,111683,516833,"J"
20297,3,2,1,1,0,0,1,6,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,112262,516474,"J"
20427,2,1,1,1,0,0,1,3,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,112068,511430,"J"
20512,3,1,2,1,0,1,1,5,0,2,1,0,1,1,0,0,0,0,0,2,1,0,1,1,0,"113052,613","472727,099","J"
20535,3,2,1,1,0,0,1,6,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,112801,473606,"J"
20602,4,3,1,1,0,0,1,9,0,2,0,2,0,2,1,1,0,0,1,3,1,2,0,3,0,113159,518923,"J"
20661,1,0,1,1,0,0,1,2,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,113583,485057,"J"
20712,6,5,1,1,0,0,1,14,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,113578,501245,"J"
20818,1,0,1,1,0,0,1,2,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,114043,485175,"J"
20857,2,1,1,1,0,0,1,4,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,113835,521222,"J"
20865,9,5,4,1,1,2,2,19,0,5,1,1,3,2,0,0,0,0,0,5,1,1,3,2,0,114255,545461,"J"
20948,2,0,2,1,1,0,2,5,1,2,1,1,0,2,0,0,0,0,0,2,1,1,0,2,0,114386,485547,"J"
21267,1,0,1,1,0,0,1,2,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,"115294,056","495808,442","J"
21315,1,0,1,1,0,0,1,2,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,115769,480428,"J"
21577,1,0,1,1,0,0,1,2,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,116382,497415,"J"
21655,2,1,1,1,0,0,1,4,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,"116077,417","484978,822","J"
21658,4,3,1,1,0,0,1,8,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,116255,487506,"J"
21664,1,0,1,1,0,0,1,2,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,116325,489470,"J"
21705,27,22,5,1,0,4,1,55,1,5,1,0,4,1,0,0,0,0,0,5,1,0,4,1,0,"116885,74","494933,882","J"
21751,63,47,16,1,5,10,6,126,2,19,1,6,12,7,1,0,0,1,0,20,1,6,13,7,0,116778,520246,"J"
21760,4,1,3,1,2,0,3,8,1,4,1,1,2,2,1,0,1,0,1,5,1,2,2,3,0,116699,532029,"J"
21856,10,4,6,1,1,4,2,18,2,6,0,1,5,1,7,1,2,4,3,13,1,3,9,4,0,"117383,409",488684,"J"
22009,1,0,1,1,0,0,1,2,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,"117765,319","488816,736","J"
22086,19,10,9,1,4,4,5,38,0,10,1,5,4,6,0,0,0,0,0,10,1,5,4,6,0,117890,487940,"J"
22104,1,0,1,1,0,0,1,1,2,1,0,1,0,1,3,1,2,0,3,4,1,3,0,4,0,117605,495215,"J"
22256,5,4,1,1,0,0,1,10,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,"118123,834","495913,63","J"
22296,13,9,4,1,0,3,1,25,2,4,1,0,3,1,0,0,0,0,0,4,1,0,3,1,0,118094,489488,"J"
22300,2,0,2,1,1,0,2,4,0,2,1,1,0,2,1,0,1,0,1,3,1,2,0,3,0,118438,490484,"J"
22341,18,15,3,1,0,2,1,35,2,3,1,0,2,1,1,0,0,1,0,4,1,0,3,1,0,118194,487315,"J"
22362,18,12,6,1,1,4,2,36,2,6,1,1,4,2,1,0,0,1,0,7,1,1,5,2,0,"118856,358","484982,366","J"
22592,3,1,2,1,1,0,2,6,0,2,1,1,0,2,0,0,0,0,0,2,1,1,0,2,0,119562,484389,"J"
22602,4,2,2,1,0,1,1,8,0,2,1,0,1,1,0,0,0,0,0,2,1,0,1,1,0,"119185,924","483142,777","J"
22676,1,0,1,1,0,0,1,2,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,119784,481017,"J"
22739,9,4,5,1,4,0,5,18,0,5,1,4,0,5,0,0,0,0,0,5,1,4,0,5,0,"119919,669","486716,029","J"
22742,27,13,14,1,3,10,4,51,2,15,1,3,11,4,1,0,0,1,0,16,1,3,12,4,0,"119808,144","487129,295","J"
22775,8,5,3,1,2,0,3,16,3,4,1,2,1,3,1,0,0,1,0,5,1,2,2,3,0,119901,480556,"J"
22786,2,0,2,1,1,0,2,5,0,2,1,1,0,2,0,0,0,0,0,2,1,1,0,2,0,119930,484675,"J"
22859,40,25,15,1,3,11,4,82,0,15,1,3,11,4,0,0,0,0,0,15,1,3,11,4,0,"120311,533","486895,756","J"
22935,14,7,7,1,0,6,1,27,1,7,1,0,6,1,0,0,0,0,0,7,1,0,6,1,0,120387,487927,"J"
22978,21,12,9,1,4,4,5,44,2,9,1,4,4,5,1,0,0,1,0,10,1,4,5,5,0,"120127,295","488746,51","J"
22996,2,1,1,1,0,0,1,4,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,120637,484643,"J"
23197,36,23,13,1,4,8,5,72,1,12,1,4,7,5,1,0,0,1,0,13,1,4,8,5,0,"121185,985","485686,31","J"
23359,1,0,1,1,0,0,1,2,0,1,0,1,0,1,1,1,0,0,1,2,1,1,0,2,0,121582,486827,"J"
23523,1,0,1,1,0,0,1,2,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,121989,524444,"J"
23702,5,1,4,1,2,1,3,10,2,4,1,2,1,3,1,0,0,1,0,5,1,2,2,3,0,122561,490938,"J"
23725,6,4,2,1,0,1,1,12,1,2,1,0,1,1,0,0,0,0,0,2,1,0,1,1,0,"122848,988","486057,624","J"
23745,3,0,3,1,0,2,1,6,0,3,1,0,2,1,0,0,0,0,0,3,1,0,2,1,0,"122918,246","491060,781","J"
23751,1,0,1,1,0,0,1,2,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,122524,506057,"J"
23777,11,8,3,1,0,2,1,23,0,3,1,0,2,1,0,0,0,0,0,3,1,0,2,1,0,123010,488656,"J"
23920,4,2,2,1,0,1,1,9,0,3,1,0,2,1,1,0,1,0,1,4,1,1,2,2,0,123267,533990,"J"
23946,1,0,1,1,0,0,1,2,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,"123623,843","486810,157","J"
24128,4,2,2,1,1,0,2,9,1,2,0,2,0,2,2,1,1,0,2,4,1,3,0,4,0,124635,491326,"J"
24135,10,7,3,1,1,1,2,21,0,4,1,1,2,2,1,0,0,1,0,5,1,1,3,2,0,124866,545763,"J"
24298,19,16,3,1,0,2,1,37,1,1,1,0,0,1,2,0,0,2,0,3,1,0,2,1,0,125027,502879,"J"
24299,1,0,1,1,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,125229,507923,"J"
24401,7,5,2,1,1,0,2,14,1,3,1,1,1,2,0,0,0,0,0,3,1,1,1,2,0,125671,524350,"J"
24513,3,1,2,1,1,0,2,5,1,4,1,2,1,3,0,0,0,0,0,4,1,2,1,3,0,126779,484550,"J"
24533,3,2,1,1,0,0,1,6,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,126971,546683,"J"
24571,6,4,2,1,0,1,1,12,4,2,0,1,1,1,1,1,0,0,1,3,1,1,1,2,0,125620,539623,"J"
24620,1,0,1,1,0,0,1,2,0,2,0,1,1,1,4,1,0,3,1,6,1,1,4,2,0,127418,546901,"J"
24621,2,1,1,1,0,0,1,2,2,1,0,1,0,1,1,1,0,0,1,2,1,1,0,2,0,"127161,892","546776,297","J"
24752,1,0,1,1,0,0,1,2,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,130952,522997,"J"
24941,32,23,9,1,5,3,6,66,2,9,1,5,3,6,0,0,0,0,0,9,1,5,3,6,0,132110,517685,"J"
25002,2,0,2,1,0,1,1,3,0,2,1,0,1,1,0,0,0,0,0,2,1,0,1,1,0,130579,538898,"J"
25030,3,2,1,1,0,0,1,6,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,133673,501130,"J"
25061,10,7,3,1,2,0,3,20,2,4,1,3,0,4,2,0,2,0,2,6,1,5,0,6,0,132451,518078,"J"
25094,2,1,1,1,0,0,1,3,2,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,131316,536227,"J"
25320,2,1,1,1,0,0,1,4,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,"138098,907","469517,019","J"
25351,5,4,1,1,0,0,1,9,2,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,134849,518055,"J"
25369,8,3,5,1,3,1,4,15,0,7,0,4,3,4,3,1,1,1,2,10,1,5,4,6,0,135902,529084,"J"
25410,2,1,1,1,0,0,1,4,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,133552,531141,"J"
25743,4,2,2,1,0,1,1,7,2,2,1,0,1,1,0,0,0,0,0,2,1,0,1,1,0,"140109,391","471050,973","J"
25786,3,1,2,1,1,0,2,6,1,2,1,1,0,2,0,0,0,0,0,2,1,1,0,2,0,140784,475641,"J"
25855,2,0,2,1,0,1,1,4,0,2,1,0,1,1,0,0,0,0,0,2,1,0,1,1,0,"140921,193","523070,181","J"
25893,20,18,2,1,0,1,1,41,2,2,1,0,1,1,1,0,1,0,1,3,1,1,1,2,0,"140274,581","469782,78","J"
25927,7,6,1,1,0,0,1,13,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,"141492,897","469761,549","J"
25992,4,2,2,1,0,1,1,7,1,2,1,0,1,1,0,0,0,0,0,2,1,0,1,1,0,"142067,49","470877,595","J"
25994,7,5,2,1,1,0,2,13,0,2,1,1,0,2,0,0,0,0,0,2,1,1,0,2,0,"140907,308","470559,398","J"
26020,14,12,2,1,0,1,1,25,4,3,1,0,2,1,0,0,0,0,0,3,1,0,2,1,0,140929,523647,"J"
26027,5,4,1,1,0,0,1,11,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,"141289,956","469878,842","J"
26065,7,3,4,1,0,3,1,14,1,6,1,1,4,2,1,0,0,1,0,7,1,1,5,2,0,142500,527451,"J"
26354,4,2,2,1,0,1,1,8,0,2,1,0,1,1,0,0,0,0,0,2,1,0,1,1,0,147330,523772,"J"
26396,7,4,3,1,0,2,1,14,1,4,1,1,2,2,1,0,0,1,0,5,1,1,3,2,0,144076,527215,"J"
26559,4,3,1,1,0,0,1,6,2,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,102420,490471,"J"
26593,1,0,1,1,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,102840,488683,"J"
26730,17,13,4,1,0,3,1,31,3,4,1,0,3,1,0,0,0,0,0,4,1,0,3,1,0,104502,490646,"J"
